번호,품목,,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
1,미용,,24615,19614,21833,25500,17800,18200,18000,19655,20778,18857,18100,15300,19667,18615,19154,24375,
